OrderID,CustomerID,ProductName,Category,Price,OrderDate,Quantity,City,PaymentMethod,OrderStatus
707,90465,Product_130,Home,405.79,2023-05-24,2,Dallas,Credit Card,Shipped
708,53909,Product_177,Sports,163.73,2023-02-06,2,Chicago,PayPal,Cancelled
709,95420,Product_334,Beauty,9.92,2023-08-24,6,Houston,PayPal,Pending
710,26784,Product_50,Electronics,331.91,2023-01-20,5,San Antonio,PayPal,Returned
711,53177,Product_321,Books,57.0,2023-09-22,5,New York,Debit Card,Cancelled
712,51717,Product_3,Clothing,447.89,2023-02-05,4,Los Angeles,Credit Card,Delivered
713,11988,Product_462,Clothing,90.26,2023-10-17,10,Dallas,Debit Card,Delivered
714,68759,Product_236,Books,148.27,2023-10-22,8,Philadelphia,PayPal,Pending
715,70629,Product_153,Home,289.34,2023-01-13,3,Los Angeles,Gift Card,Returned
716,43162,Product_125,Home,139.95,2023-01-31,8,Philadelphia,Gift Card,Cancelled
717,40368,Product_433,Sports,209.9,2023-09-02,4,San Diego,Debit Card,Delivered
718,92162,Product_44,Electronics,12.2,2023-04-12,9,New York,Gift Card,Delivered
719,58840,Product_86,Toys,328.52,2023-03-24,1,Houston,Gift Card,Delivered
720,28580,Product_55,Home,272.03,2023-05-06,5,San Diego,Credit Card,Cancelled
721,84859,Product_108,Electronics,68.56,2023-05-29,6,San Jose,PayPal,Cancelled
722,58806,Product_435,Toys,419.31,2023-02-20,5,San Antonio,Gift Card,Cancelled
723,84777,Product_260,Beauty,432.89,2023-03-06,8,San Diego,Credit Card,Cancelled
724,45591,Product_58,Home,214.32,2023-10-28,1,Los Angeles,Credit Card,Delivered
725,56928,Product_21,Books,55.7,2023-02-11,1,Houston,Credit Card,Shipped
726,86910,Product_15,Toys,191.03,2023-08-02,9,New York,Credit Card,Returned
727,22719,Product_407,Books,5.36,2023-11-04,5,Philadelphia,Credit Card,Shipped
728,97529,Product_337,Toys,227.76,2023-06-22,6,Philadelphia,PayPal,Delivered
729,79960,Product_347,Clothing,296.88,2023-01-31,2,New York,PayPal,Returned
730,14239,Product_133,Home,241.27,2023-12-13,6,Phoenix,Credit Card,Returned
731,60306,Product_417,Sports,9.27,2023-06-28,9,New York,Gift Card,Delivered
732,50148,Product_75,Electronics,183.86,2023-12-19,6,Los Angeles,Debit Card,Cancelled
733,39703,Product_58,Clothing,43.94,2023-04-19,9,San Jose,Gift Card,Shipped
734,72141,Product_155,Clothing,13.81,2023-08-04,6,San Diego,Gift Card,Shipped
735,72356,Product_354,Electronics,218.02,2023-10-26,4,San Antonio,Debit Card,Returned
736,67731,Product_258,Home,358.68,2023-12-06,3,New York,Gift Card,Shipped
737,92029,Product_461,Clothing,56.97,2023-06-16,3,San Jose,Credit Card,Shipped
738,94385,Product_439,Home,274.63,2023-10-19,9,Phoenix,Debit Card,Returned
739,99567,Product_90,Electronics,461.66,2023-06-28,1,San Antonio,Credit Card,Delivered
740,20924,Product_144,Beauty,232.54,2023-10-23,9,Philadelphia,Credit Card,Shipped
741,25330,Product_280,Beauty,272.36,2023-02-27,10,New York,Gift Card,Cancelled
742,55858,Product_386,Beauty,372.17,2023-09-16,1,Dallas,PayPal,Delivered
743,25006,Product_151,Electronics,425.34,2023-03-08,4,Chicago,PayPal,Delivered
744,43646,Product_155,Home,29.52,2023-08-02,5,Dallas,PayPal,Returned
745,38717,Product_490,Books,424.21,2023-06-10,1,San Diego,Gift Card,Pending
746,21979,Product_82,Home,171.05,2023-12-25,5,San Diego,Gift Card,Returned
747,33218,Product_426,Home,90.31,2023-09-14,7,San Antonio,Debit Card,Pending
748,89954,Product_466,Toys,149.91,2023-07-03,9,San Antonio,PayPal,Returned
749,60326,Product_416,Home,204.08,2023-08-06,6,San Antonio,PayPal,Cancelled
750,98172,Product_439,Home,177.42,2023-01-15,7,Phoenix,Gift Card,Pending
751,81733,Product_220,Home,445.63,2023-12-05,2,Philadelphia,Credit Card,Returned
752,94249,Product_24,Home,470.1,2023-01-15,5,San Antonio,Gift Card,Cancelled
753,13145,Product_253,Clothing,40.33,2023-03-30,10,Los Angeles,Gift Card,Pending
754,21066,Product_466,Clothing,189.85,2023-05-30,3,Houston,PayPal,Returned
755,41762,Product_497,Books,335.59,2023-02-10,10,Phoenix,Credit Card,Delivered
756,80027,Product_235,Home,484.16,2023-02-20,1,Phoenix,Credit Card,Delivered
757,68338,Product_32,Sports,300.1,2023-11-13,10,Dallas,Credit Card,Delivered
758,23102,Product_268,Home,155.42,2023-03-14,4,Dallas,Debit Card,Pending
759,38515,Product_457,Toys,100.67,2023-12-08,9,New York,Debit Card,Delivered
760,21474,Product_300,Clothing,51.65,2023-06-11,4,Houston,Debit Card,Shipped
761,50168,Product_298,Books,431.88,2023-04-18,10,San Jose,Debit Card,Returned
762,58589,Product_299,Toys,286.95,2023-07-31,2,Chicago,PayPal,Cancelled
763,40248,Product_184,Sports,336.67,2023-01-18,2,Phoenix,Debit Card,Pending
764,26518,Product_166,Toys,181.11,2023-08-08,7,New York,Debit Card,Returned
765,19230,Product_303,Sports,148.31,2023-06-02,7,Philadelphia,Debit Card,Returned
766,71243,Product_144,Electronics,370.64,2023-11-21,9,New York,Gift Card,Pending
767,49022,Product_75,Beauty,491.83,2023-01-23,9,San Antonio,Gift Card,Shipped
768,78943,Product_116,Books,136.4,2023-11-09,2,Chicago,Credit Card,Delivered
769,33671,Product_312,Books,150.32,2023-08-01,9,San Diego,Debit Card,Shipped
770,25187,Product_319,Books,204.63,2023-09-22,8,Philadelphia,PayPal,Shipped
771,87110,Product_439,Clothing,283.52,2023-11-27,7,San Jose,Gift Card,Cancelled
772,25378,Product_185,Clothing,136.64,2023-07-16,2,San Antonio,Gift Card,Cancelled
773,13198,Product_279,Electronics,371.65,2023-06-26,3,Los Angeles,Debit Card,Returned
774,75726,Product_102,Home,30.27,2023-02-26,6,Houston,PayPal,Pending
775,13329,Product_4,Clothing,472.04,2023-06-14,5,Philadelphia,Credit Card,Returned
776,49161,Product_235,Electronics,92.51,2023-10-19,5,New York,Gift Card,Pending
777,68825,Product_92,Electronics,127.96,2023-03-11,9,San Diego,PayPal,Returned
778,84946,Product_395,Electronics,468.4,2023-03-11,9,San Diego,Gift Card,Cancelled
779,27177,Product_250,Clothing,48.19,2023-10-26,4,Phoenix,Debit Card,Pending
780,83284,Product_479,Home,45.28,2023-06-18,10,San Antonio,Credit Card,Pending
781,10706,Product_104,Sports,190.22,2023-04-15,9,San Antonio,Credit Card,Pending
782,66942,Product_69,Sports,423.64,2023-08-21,6,Houston,PayPal,Cancelled
783,63569,Product_8,Clothing,67.57,2023-08-07,3,San Antonio,PayPal,Delivered
784,55638,Product_90,Home,413.65,2023-10-03,8,San Antonio,PayPal,Delivered
785,79174,Product_17,Sports,289.76,2023-11-01,5,Dallas,Debit Card,Pending
786,21043,Product_238,Home,223.55,2023-12-17,1,Dallas,Credit Card,Returned
787,54956,Product_442,Books,468.18,2023-07-19,1,Dallas,Debit Card,Returned
788,13997,Product_286,Toys,137.12,2023-01-31,2,Houston,Gift Card,Returned
789,96416,Product_78,Toys,365.68,2023-05-06,4,Houston,Credit Card,Returned
790,84257,Product_264,Beauty,284.03,2023-03-27,7,Philadelphia,Debit Card,Delivered
791,53904,Product_478,Beauty,491.77,2023-08-11,10,New York,PayPal,Shipped
792,94180,Product_154,Toys,101.44,2023-08-16,4,Chicago,Credit Card,Pending
793,58327,Product_294,Home,263.96,2023-09-13,1,Houston,Gift Card,Delivered
794,77618,Product_400,Clothing,231.01,2023-02-25,8,San Diego,PayPal,Returned
795,86560,Product_440,Home,450.19,2023-07-06,7,Phoenix,Gift Card,Shipped
796,49744,Product_334,Electronics,362.57,2023-09-27,3,New York,Credit Card,Returned
797,70967,Product_118,Electronics,84.45,2023-05-02,2,Philadelphia,PayPal,Returned
798,18042,Product_454,Sports,203.23,2023-11-03,3,Houston,Gift Card,Returned
799,19375,Product_62,Home,377.93,2023-01-29,4,Houston,Gift Card,Pending
800,12249,Product_280,Sports,246.68,2023-03-07,9,Philadelphia,Debit Card,Returned
801,10317,Product_60,Sports,324.11,2023-09-24,1,Dallas,Credit Card,Cancelled
802,27672,Product_133,Sports,193.66,2023-03-20,9,Philadelphia,PayPal,Returned
803,78668,Product_221,Clothing,73.26,2023-01-23,9,San Antonio,PayPal,Shipped
804,81525,Product_263,Sports,415.06,2023-05-21,7,Los Angeles,Debit Card,Pending
805,21355,Product_494,Sports,449.9,2023-02-18,8,Houston,Debit Card,Returned
806,25051,Product_163,Home,414.05,2023-03-15,2,Philadelphia,Credit Card,Pending
807,21739,Product_482,Home,187.43,2023-02-12,2,Los Angeles,Gift Card,Cancelled
808,97644,Product_474,Beauty,206.97,2023-01-27,5,Houston,Gift Card,Cancelled
809,17584,Product_449,Toys,94.75,2023-04-28,3,Houston,Debit Card,Pending
810,87770,Product_241,Home,423.99,2023-05-10,10,Los Angeles,Debit Card,Shipped
811,76863,Product_140,Books,407.84,2023-04-13,9,San Diego,PayPal,Shipped
812,31166,Product_445,Toys,7.94,2023-05-17,9,San Jose,Debit Card,Shipped
813,94166,Product_374,Home,23.45,2023-08-12,8,Houston,PayPal,Returned
814,91109,Product_290,Beauty,350.96,2023-08-28,10,New York,Gift Card,Shipped
815,75945,Product_21,Sports,486.96,2023-12-06,6,San Diego,Gift Card,Returned
816,95684,Product_205,Clothing,322.74,2023-11-16,2,San Jose,Credit Card,Returned
817,49285,Product_425,Books,109.2,2023-12-30,7,Phoenix,Debit Card,Cancelled
818,30397,Product_319,Sports,299.32,2023-05-14,1,Phoenix,Debit Card,Pending
819,71222,Product_463,Sports,175.55,2023-11-12,10,San Jose,Gift Card,Shipped
820,19766,Product_464,Beauty,5.51,2023-07-31,1,Los Angeles,PayPal,Shipped
821,31859,Product_456,Electronics,166.74,2023-03-28,1,San Antonio,Gift Card,Shipped
822,61628,Product_383,Toys,130.37,2023-09-11,4,San Jose,Credit Card,Cancelled
823,94777,Product_387,Beauty,185.06,2023-04-19,6,Chicago,Gift Card,Shipped
824,89579,Product_141,Clothing,257.29,2023-06-20,2,Houston,Credit Card,Cancelled
825,79722,Product_462,Home,129.93,2023-11-29,3,New York,Debit Card,Pending
826,78633,Product_163,Home,447.2,2023-08-31,9,San Diego,Debit Card,Returned
827,99689,Product_132,Books,351.68,2023-01-23,4,San Diego,PayPal,Returned
828,71284,Product_227,Books,305.04,2023-09-28,8,Chicago,PayPal,Delivered
829,73114,Product_84,Clothing,209.81,2023-10-25,5,Phoenix,Gift Card,Returned
830,47389,Product_40,Books,146.09,2023-09-22,9,Houston,Gift Card,Cancelled
831,43891,Product_335,Books,44.44,2023-01-11,9,New York,Credit Card,Cancelled
832,74223,Product_149,Clothing,158.7,2023-08-25,3,Phoenix,Gift Card,Delivered
833,75853,Product_115,Books,308.36,2023-06-24,2,San Diego,Gift Card,Pending
834,62268,Product_231,Electronics,102.03,2023-02-10,9,San Antonio,Debit Card,Pending
835,27622,Product_81,Beauty,348.39,2023-04-29,8,Philadelphia,Credit Card,Delivered
836,43869,Product_109,Beauty,362.93,2023-11-14,9,Philadelphia,PayPal,Returned
837,90262,Product_70,Books,71.15,2023-09-23,2,San Diego,Credit Card,Shipped
838,37655,Product_217,Books,308.5,2023-04-03,4,San Diego,Gift Card,Delivered
839,31022,Product_248,Beauty,231.94,2023-07-26,10,Chicago,PayPal,Pending
840,30049,Product_299,Beauty,246.42,2023-01-06,2,New York,Credit Card,Pending
841,52603,Product_348,Toys,31.29,2023-09-30,9,Phoenix,Credit Card,Delivered
842,68251,Product_343,Toys,409.06,2023-04-03,5,San Jose,Debit Card,Cancelled
843,80926,Product_459,Beauty,156.42,2023-10-21,3,Chicago,Credit Card,Cancelled
844,23706,Product_112,Electronics,424.48,2023-05-29,1,Phoenix,Debit Card,Returned
845,24621,Product_247,Beauty,231.79,2023-11-24,8,New York,Debit Card,Returned
846,56509,Product_328,Home,498.68,2023-12-27,9,Philadelphia,Credit Card,Cancelled
847,93233,Product_30,Toys,56.26,2023-05-08,1,Philadelphia,Credit Card,Delivered
848,18358,Product_97,Beauty,303.49,2023-06-13,5,Houston,Debit Card,Cancelled
849,41465,Product_39,Beauty,352.1,2023-09-23,9,San Diego,Debit Card,Delivered
850,13615,Product_146,Toys,186.09,2023-10-24,9,Philadelphia,Debit Card,Shipped
851,83098,Product_453,Beauty,189.82,2023-11-29,7,Dallas,Debit Card,Shipped
852,53970,Product_316,Sports,407.69,2023-08-03,1,San Antonio,Credit Card,Delivered
853,22358,Product_324,Home,61.63,2023-06-06,8,Dallas,PayPal,Shipped
854,25080,Product_128,Electronics,193.89,2023-05-09,1,Phoenix,Credit Card,Returned
855,11525,Product_233,Home,42.42,2023-11-28,2,Chicago,Credit Card,Cancelled
856,59316,Product_219,Toys,297.94,2023-05-11,5,Los Angeles,Gift Card,Delivered
857,89723,Product_196,Home,119.94,2023-02-10,6,New York,Gift Card,Cancelled
858,42633,Product_425,Sports,321.14,2023-02-14,3,Los Angeles,PayPal,Delivered
859,43801,Product_191,Electronics,145.24,2023-07-07,8,Los Angeles,Credit Card,Pending
860,95488,Product_202,Sports,312.21,2023-05-15,1,Dallas,Credit Card,Cancelled
861,74245,Product_451,Clothing,423.74,2023-05-14,9,New York,Gift Card,Pending
862,27500,Product_444,Beauty,128.85,2023-03-27,2,San Antonio,Credit Card,Pending
863,57154,Product_426,Electronics,239.03,2023-11-29,3,New York,Gift Card,Pending
864,99879,Product_129,Electronics,287.95,2023-03-21,10,Houston,Gift Card,Shipped
865,44143,Product_301,Sports,481.73,2023-10-15,5,Dallas,Credit Card,Delivered
866,11741,Product_277,Toys,281.38,2023-07-23,5,Dallas,PayPal,Returned
867,84227,Product_370,Clothing,15.54,2023-02-08,10,Chicago,Credit Card,Pending
868,27798,Product_342,Electronics,224.48,2023-11-17,3,Los Angeles,Debit Card,Cancelled
869,83096,Product_367,Electronics,174.49,2023-09-18,4,Los Angeles,Credit Card,Cancelled
870,25557,Product_188,Electronics,282.72,2023-05-03,10,New York,Gift Card,Delivered
871,73317,Product_325,Home,350.16,2023-10-20,2,San Jose,Credit Card,Pending
872,74972,Product_138,Clothing,223.66,2023-10-11,1,Chicago,PayPal,Returned
873,60692,Product_379,Home,194.5,2023-09-07,9,Los Angeles,PayPal,Pending
874,58513,Product_132,Clothing,170.45,2023-10-16,5,San Diego,Credit Card,Pending
875,36644,Product_388,Home,236.47,2023-11-02,7,San Diego,Debit Card,Delivered
876,50165,Product_489,Beauty,117.73,2023-03-23,2,Dallas,PayPal,Pending
877,31770,Product_440,Toys,196.02,2023-05-25,9,Los Angeles,Gift Card,Cancelled
878,56531,Product_133,Sports,146.39,2023-07-13,5,Phoenix,PayPal,Delivered
879,85469,Product_460,Books,379.24,2023-08-09,3,Philadelphia,Credit Card,Delivered
880,60634,Product_326,Sports,23.39,2023-06-28,6,Philadelphia,Debit Card,Pending
881,12771,Product_337,Sports,461.03,2023-10-05,10,San Diego,Gift Card,Shipped
882,20885,Product_116,Books,418.41,2023-12-18,10,San Jose,PayPal,Returned
883,19403,Product_425,Home,253.74,2023-01-29,5,New York,Credit Card,Shipped
884,17217,Product_13,Toys,22.04,2023-08-03,4,Philadelphia,Debit Card,Returned
885,67661,Product_497,Beauty,192.95,2023-12-28,7,Los Angeles,Gift Card,Delivered
886,50573,Product_396,Electronics,64.95,2023-12-13,10,San Antonio,Credit Card,Returned
887,89974,Product_108,Electronics,431.98,2023-04-17,6,Houston,Credit Card,Shipped
888,45261,Product_109,Home,244.02,2023-10-03,4,New York,PayPal,Shipped
889,24115,Product_225,Beauty,59.19,2023-09-15,10,Dallas,Gift Card,Pending
890,26741,Product_308,Beauty,344.71,2023-03-01,4,Chicago,Debit Card,Returned
891,82807,Product_260,Clothing,423.57,2023-12-17,8,Phoenix,PayPal,Returned
892,45078,Product_306,Home,391.04,2023-06-26,3,Los Angeles,Debit Card,Delivered
893,63215,Product_33,Electronics,208.57,2023-05-30,6,San Jose,Credit Card,Cancelled
894,29144,Product_386,Electronics,499.66,2023-08-20,2,San Antonio,Gift Card,Delivered
895,50418,Product_75,Clothing,295.44,2023-03-17,2,New York,PayPal,Shipped
896,58260,Product_442,Clothing,60.53,2023-01-15,8,Phoenix,PayPal,Returned
897,84837,Product_100,Books,214.51,2023-05-17,3,Dallas,Debit Card,Delivered
898,31641,Product_34,Beauty,339.43,2023-03-03,3,Phoenix,Credit Card,Pending
899,64442,Product_132,Sports,353.3,2023-06-07,9,New York,Credit Card,Delivered
900,50137,Product_344,Books,129.84,2023-09-28,3,San Diego,Credit Card,Shipped
901,64754,Product_86,Electronics,423.65,2023-01-27,1,New York,Credit Card,Pending
902,47833,Product_172,Books,140.78,2023-03-11,3,Dallas,Credit Card,Delivered
903,69221,Product_80,Toys,353.96,2023-06-20,4,San Antonio,Credit Card,Pending
904,95350,Product_35,Toys,14.56,2023-12-25,9,Los Angeles,Credit Card,Cancelled
905,48600,Product_422,Toys,468.55,2023-11-18,1,Houston,Debit Card,Cancelled
906,81829,Product_129,Home,307.42,2023-06-09,7,Dallas,Debit Card,Shipped
907,83342,Product_240,Books,448.02,2023-03-11,3,Houston,Debit Card,Pending
908,41556,Product_91,Beauty,99.09,2023-01-29,5,San Jose,Debit Card,Shipped
909,74076,Product_292,Books,237.82,2023-02-10,3,New York,Gift Card,Cancelled
910,33712,Product_102,Clothing,41.44,2023-05-22,3,Los Angeles,Gift Card,Pending
911,13031,Product_457,Books,178.84,2023-06-25,10,Phoenix,Gift Card,Pending
912,57448,Product_61,Sports,304.65,2023-04-12,10,Chicago,PayPal,Delivered
913,74286,Product_10,Beauty,145.81,2023-09-05,1,Phoenix,Gift Card,Pending
914,15926,Product_101,Home,108.05,2023-06-26,7,San Jose,Gift Card,Cancelled
915,48850,Product_218,Electronics,474.15,2023-06-13,1,New York,PayPal,Shipped
916,48660,Product_417,Beauty,163.38,2023-08-31,5,Philadelphia,Debit Card,Shipped
917,32774,Product_410,Clothing,223.04,2023-04-13,6,San Antonio,Credit Card,Delivered
918,72822,Product_210,Electronics,165.27,2023-07-10,4,Chicago,PayPal,Returned
919,32204,Product_363,Clothing,211.22,2023-08-07,5,Los Angeles,Credit Card,Delivered
920,68203,Product_41,Books,484.55,2023-07-20,3,Philadelphia,PayPal,Pending
921,91725,Product_221,Electronics,408.87,2023-04-23,3,San Antonio,Credit Card,Cancelled
922,33359,Product_317,Beauty,480.91,2023-02-01,8,San Antonio,Gift Card,Pending
923,62035,Product_64,Toys,123.31,2023-09-09,7,Phoenix,PayPal,Shipped
924,61588,Product_12,Sports,161.72,2023-02-03,3,Phoenix,Debit Card,Returned
925,39443,Product_294,Clothing,107.26,2023-07-20,4,Dallas,Gift Card,Shipped
926,53931,Product_488,Electronics,351.37,2023-06-29,2,New York,Credit Card,Delivered
927,53542,Product_230,Books,211.92,2023-08-02,8,New York,Credit Card,Returned
928,97436,Product_399,Electronics,18.97,2023-03-22,2,Chicago,PayPal,Shipped
929,65699,Product_100,Sports,346.34,2023-09-27,9,Los Angeles,Gift Card,Pending
930,15728,Product_186,Beauty,336.34,2023-10-31,10,San Diego,Gift Card,Delivered
931,24376,Product_309,Toys,247.07,2023-04-26,9,San Jose,Gift Card,Returned
932,16364,Product_54,Books,162.58,2023-12-04,7,Philadelphia,Debit Card,Delivered
933,39857,Product_330,Beauty,219.32,2023-02-13,1,New York,Credit Card,Cancelled
934,51787,Product_108,Sports,39.16,2023-05-26,1,Dallas,PayPal,Shipped
935,39209,Product_245,Home,162.51,2023-11-19,3,New York,Gift Card,Cancelled
936,96526,Product_489,Toys,292.54,2023-09-09,4,Dallas,PayPal,Cancelled
937,37749,Product_45,Clothing,360.35,2023-11-24,10,New York,Gift Card,Cancelled
938,67327,Product_316,Toys,128.94,2023-09-29,8,San Jose,Credit Card,Returned
939,46424,Product_5,Sports,333.99,2023-05-31,2,Chicago,Debit Card,Cancelled
940,57365,Product_496,Sports,324.29,2023-01-03,6,Philadelphia,PayPal,Shipped
941,20671,Product_138,Sports,127.12,2023-01-15,9,Philadelphia,Credit Card,Cancelled
942,77228,Product_16,Books,449.93,2023-05-29,8,Phoenix,Debit Card,Cancelled
943,33793,Product_94,Sports,230.53,2023-03-19,7,Houston,Gift Card,Shipped
944,57119,Product_258,Sports,206.93,2023-10-09,5,San Diego,Credit Card,Cancelled
945,18818,Product_245,Sports,50.3,2023-12-08,7,Los Angeles,Credit Card,Returned
946,82735,Product_88,Toys,96.63,2023-12-14,6,Los Angeles,Debit Card,Delivered
947,48158,Product_232,Electronics,340.64,2023-01-27,8,Philadelphia,Credit Card,Returned
948,73155,Product_423,Beauty,148.98,2023-05-27,4,San Diego,PayPal,Shipped
949,36217,Product_42,Sports,277.21,2023-04-16,4,Chicago,Gift Card,Shipped
950,19420,Product_280,Books,203.29,2023-06-27,4,San Antonio,PayPal,Delivered
951,48935,Product_337,Clothing,323.87,2023-09-29,10,Phoenix,Credit Card,Pending
952,59118,Product_126,Home,188.65,2023-12-26,5,New York,Debit Card,Cancelled
953,73257,Product_439,Beauty,209.49,2023-11-09,5,Philadelphia,PayPal,Delivered
954,13709,Product_451,Clothing,201.74,2023-09-17,4,Philadelphia,Credit Card,Cancelled
955,43364,Product_12,Beauty,127.39,2023-03-03,2,Houston,Credit Card,Delivered
956,61904,Product_175,Electronics,456.67,2023-09-27,2,Chicago,Gift Card,Returned
957,84275,Product_415,Books,495.41,2023-07-05,8,Los Angeles,Gift Card,Returned
958,39323,Product_408,Books,290.07,2023-09-28,5,San Diego,Gift Card,Delivered
959,42383,Product_148,Beauty,343.85,2023-09-12,7,Phoenix,Debit Card,Pending
960,99200,Product_172,Books,432.39,2023-01-22,6,New York,Debit Card,Pending
961,66401,Product_339,Clothing,426.37,2023-07-08,6,Phoenix,Credit Card,Returned
962,76987,Product_401,Beauty,174.67,2023-05-14,5,Phoenix,Gift Card,Pending
963,69439,Product_78,Books,173.37,2023-09-04,1,Philadelphia,PayPal,Shipped
964,92271,Product_361,Beauty,402.91,2023-03-27,3,Houston,Credit Card,Cancelled
965,63388,Product_126,Toys,309.95,2023-05-20,6,San Antonio,Credit Card,Shipped
966,58535,Product_495,Clothing,398.87,2023-12-14,7,Dallas,PayPal,Returned
967,98776,Product_16,Beauty,277.48,2023-09-21,5,Los Angeles,PayPal,Returned
968,64109,Product_217,Books,380.14,2023-01-25,7,Phoenix,Credit Card,Delivered
969,17818,Product_20,Books,416.91,2023-06-17,9,Philadelphia,Gift Card,Returned
970,50127,Product_327,Sports,366.71,2023-06-16,2,Chicago,Gift Card,Pending
971,37150,Product_339,Books,159.24,2023-05-27,4,Dallas,PayPal,Shipped
972,26273,Product_307,Books,124.05,2023-11-09,3,New York,Gift Card,Delivered
973,36153,Product_275,Electronics,129.29,2023-03-18,10,Chicago,Debit Card,Delivered
974,33339,Product_410,Toys,103.05,2023-04-30,5,Los Angeles,Credit Card,Shipped
975,26093,Product_395,Books,265.55,2023-09-29,4,San Jose,Debit Card,Shipped
976,17170,Product_351,Home,429.83,2023-10-07,7,New York,Gift Card,Returned
977,12589,Product_234,Clothing,28.24,2023-07-10,6,San Jose,Debit Card,Returned
978,71136,Product_345,Clothing,82.46,2023-07-28,6,San Diego,Credit Card,Pending
979,20028,Product_348,Beauty,453.0,2023-12-27,8,Chicago,PayPal,Shipped
980,82151,Product_475,Toys,134.37,2023-08-05,3,San Antonio,Credit Card,Shipped
981,56524,Product_285,Electronics,9.38,2023-05-11,5,Philadelphia,PayPal,Returned
982,77758,Product_73,Beauty,54.88,2023-04-07,6,San Jose,PayPal,Returned
983,51661,Product_162,Sports,16.5,2023-12-24,2,Los Angeles,Credit Card,Delivered
984,57489,Product_85,Books,491.35,2023-10-29,8,Houston,Gift Card,Delivered
985,43863,Product_154,Sports,243.75,2023-04-01,2,Phoenix,Debit Card,Pending
986,85397,Product_137,Books,390.23,2023-05-21,4,Los Angeles,PayPal,Shipped
987,83712,Product_405,Toys,473.0,2023-08-22,3,Chicago,PayPal,Pending
988,73574,Product_404,Electronics,221.15,2023-08-16,8,Phoenix,Gift Card,Returned
989,19251,Product_96,Toys,421.05,2023-12-13,10,Houston,PayPal,Cancelled
990,45424,Product_292,Sports,307.04,2023-04-23,7,New York,PayPal,Cancelled
991,70643,Product_439,Sports,449.32,2023-07-24,8,Houston,Debit Card,Cancelled
992,56013,Product_119,Sports,325.94,2023-04-21,5,San Diego,Credit Card,Pending
993,73533,Product_259,Electronics,13.61,2023-11-13,1,San Antonio,Debit Card,Cancelled
994,15108,Product_257,Clothing,483.71,2023-01-08,7,San Diego,Credit Card,Shipped
995,85937,Product_167,Clothing,148.5,2023-05-07,8,Houston,PayPal,Delivered
996,80410,Product_88,Sports,280.53,2023-01-30,3,Phoenix,Debit Card,Shipped
997,83339,Product_376,Home,397.51,2023-11-19,3,New York,Credit Card,Shipped
998,78614,Product_180,Electronics,363.34,2023-10-10,1,San Diego,Credit Card,Returned
999,71849,Product_499,Sports,486.28,2023-12-09,6,New York,Gift Card,Delivered
1000,92690,Product_422,Sports,6.51,2023-01-17,2,San Jose,Debit Card,Returned
1001,30423,Product_73,Sports,234.44,2023-10-16,5,San Antonio,PayPal,Cancelled
1002,39253,Product_111,Clothing,176.63,2023-05-31,10,Los Angeles,Credit Card,Delivered
1003,53225,Product_428,Electronics,49.14,2023-11-14,3,Phoenix,Debit Card,Cancelled
1004,36800,Product_408,Beauty,130.46,2023-02-26,3,Phoenix,PayPal,Pending
1005,45947,Product_100,Beauty,256.16,2023-12-31,4,Philadelphia,Credit Card,Shipped
1006,16017,Product_496,Home,134.34,2023-11-11,7,Philadelphia,Gift Card,Cancelled
1007,38444,Product_62,Beauty,275.02,2023-01-03,4,Dallas,Credit Card,Cancelled
1008,96589,Product_270,Sports,387.82,2023-03-15,2,Philadelphia,PayPal,Shipped
1009,46281,Product_177,Books,373.88,2023-11-25,3,Houston,PayPal,Delivered
1010,61629,Product_485,Clothing,258.11,2023-01-14,3,Los Angeles,PayPal,Pending
1011,66669,Product_386,Clothing,33.69,2023-05-24,10,San Jose,Credit Card,Shipped
1012,91193,Product_110,Books,477.99,2023-01-18,7,Dallas,Credit Card,Cancelled
1013,25991,Product_32,Home,406.27,2023-10-28,8,San Antonio,Debit Card,Shipped
1014,69518,Product_417,Toys,470.8,2023-06-18,9,Chicago,Credit Card,Delivered
1015,62933,Product_469,Sports,120.1,2023-03-22,2,San Antonio,Credit Card,Shipped
1016,52417,Product_279,Electronics,330.77,2023-05-14,6,San Antonio,Debit Card,Cancelled
1017,12185,Product_122,Sports,468.74,2023-04-15,8,Los Angeles,Gift Card,Pending
1018,90784,Product_364,Beauty,318.95,2023-07-18,10,Dallas,Debit Card,Delivered
1019,43265,Product_494,Home,358.07,2023-05-14,1,New York,Credit Card,Returned
1020,33064,Product_3,Home,172.2,2023-12-10,6,Chicago,Debit Card,Pending
1021,41124,Product_441,Sports,487.84,2023-06-21,10,Chicago,Debit Card,Shipped
1022,32452,Product_403,Sports,292.68,2023-06-03,1,Los Angeles,Gift Card,Pending
1023,94229,Product_500,Toys,312.6,2023-06-28,10,Chicago,Gift Card,Returned
1024,48512,Product_267,Beauty,223.41,2023-08-24,8,Phoenix,Credit Card,Returned
1025,44187,Product_352,Clothing,233.72,2023-10-25,1,Chicago,Gift Card,Returned
1026,44444,Product_237,Beauty,258.37,2023-07-06,2,San Diego,Debit Card,Delivered
1027,50435,Product_450,Books,264.86,2023-03-25,5,San Antonio,PayPal,Returned
1028,25328,Product_72,Electronics,373.64,2023-09-30,8,Los Angeles,Gift Card,Cancelled
1029,27740,Product_240,Books,414.82,2023-02-03,1,San Diego,Debit Card,Shipped
1030,40780,Product_154,Home,47.09,2023-01-04,10,Dallas,PayPal,Pending
